t Fq h
13.105806 0.519291 0.050000 
13.120721 0.518904 0.050000 
13.135636 0.518517 0.050000 
13.150551 0.518131 0.050000 
13.165465 0.517745 0.050000 
13.180380 0.517359 0.050000 
13.195295 0.516973 0.050000 
13.210210 0.516588 0.050000 
13.225125 0.516202 0.050000 
13.240040 0.515818 0.050000 
13.254955 0.515433 0.050000 
13.269870 0.515049 0.050000 
13.284785 0.514665 0.050000 
13.299700 0.514281 0.050000 
13.314615 0.513898 0.050000 
13.329530 0.513515 0.050000 
13.344444 0.513132 0.050000 
13.359359 0.512749 0.050000 
13.374274 0.512367 0.050000 
13.389189 0.511985 0.050000 
13.404104 0.511604 0.050000 
13.419019 0.511222 0.050000 
13.433934 0.510841 0.050000 
13.448849 0.510460 0.050000 
13.463764 0.510080 0.050000 
13.478679 0.509700 0.050000 
13.493594 0.509320 0.050000 
13.508509 0.508940 0.050000 
13.523423 0.508560 0.050000 
13.538338 0.508181 0.050000 
13.553253 0.507803 0.050000 
13.568168 0.507424 0.050000 
13.583083 0.507046 0.050000 
13.597998 0.506668 0.050000 
13.612913 0.506290 0.050000 
13.627828 0.505913 0.050000 
13.642743 0.505535 0.050000 
13.657658 0.505159 0.050000 
13.672573 0.504782 0.050000 
13.687487 0.504406 0.050000 
13.702402 0.504030 0.050000 
13.717317 0.503654 0.050000 
13.732232 0.503278 0.050000 
13.747147 0.502903 0.050000 
13.762062 0.502528 0.050000 
13.776977 0.502154 0.050000 
13.791892 0.501779 0.050000 
13.806807 0.501405 0.050000 
13.821722 0.501032 0.050000 
13.836637 0.500658 0.050000 
13.851552 0.500285 0.050000 
13.866466 0.499912 0.050000 
13.881381 0.499539 0.050000 
13.896296 0.499167 0.050000 
13.911211 0.498795 0.050000 
13.926126 0.498423 0.050000 
13.941041 0.498051 0.050000 
13.955956 0.497680 0.050000 
13.970871 0.497309 0.050000 
13.985786 0.496938 0.050000 
14.000701 0.496568 0.050000 
14.015616 0.496198 0.050000 
14.030531 0.495828 0.050000 
14.045445 0.495458 0.050000 
14.060360 0.495089 0.050000 
14.075275 0.494720 0.050000 
14.090190 0.494351 0.050000 
14.105105 0.493982 0.050000 
14.120020 0.493614 0.050000 
14.134935 0.493246 0.050000 
14.149850 0.492879 0.050000 
14.164765 0.492511 0.050000 
14.179680 0.492144 0.050000 
14.194595 0.491777 0.050000 
14.209510 0.491410 0.050000 
14.224424 0.491044 0.050000 
14.239339 0.490678 0.050000 
14.254254 0.490312 0.050000 
14.269169 0.489947 0.050000 
14.284084 0.489582 0.050000 
14.298999 0.489217 0.050000 
14.313914 0.488852 0.050000 
14.328829 0.488487 0.050000 
14.343744 0.488123 0.050000 
14.358659 0.487759 0.050000 
14.373574 0.487396 0.050000 
14.388488 0.487032 0.050000 
14.403403 0.486669 0.050000 
14.418318 0.486307 0.050000 
14.433233 0.485944 0.050000 
14.448148 0.485582 0.050000 
14.463063 0.485220 0.050000 
14.477978 0.484858 0.050000 
14.492893 0.484497 0.050000 
14.507808 0.484136 0.050000 
14.522723 0.483775 0.050000 
14.537638 0.483414 0.050000 
14.552553 0.483054 0.050000 
14.567467 0.482694 0.050000 
14.582382 0.482334 0.050000 
14.597297 0.481974 0.050000 
14.612212 0.481615 0.050000 
14.627127 0.481256 0.050000 
14.642042 0.480897 0.050000 
14.656957 0.480539 0.050000 
14.671872 0.480180 0.050000 
14.686787 0.479822 0.050000 
14.701702 0.479465 0.050000 
14.716617 0.479107 0.050000 
14.731532 0.478750 0.050000 
14.746446 0.478393 0.050000 
14.761361 0.478037 0.050000 
14.776276 0.477680 0.050000 
14.791191 0.477324 0.050000 
14.806106 0.476968 0.050000 
14.821021 0.476613 0.050000 
14.835936 0.476257 0.050000 
14.850851 0.475902 0.050000 
14.865766 0.475548 0.050000 
14.880681 0.475193 0.050000 
14.895596 0.474839 0.050000 
14.910511 0.474485 0.050000 
14.925425 0.474131 0.050000 
14.940340 0.473778 0.050000 
14.955255 0.473425 0.050000 
14.970170 0.473072 0.050000 
14.985085 0.472719 0.050000 
15.000000 0.472367 0.050000 
